id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32269955,Elm Lodge (nice house in a great location),242151063,Scott,Saanich,Saanich,48.45817,-123.33436,Entire home/apt,218,2,17,2019-09-01,0.57,1,116,0,
32283349,Modern two bedroom walk to downtown with parking,44878545,Ann,Victoria,Hillside/Quadra,48.43769,-123.35703,Entire home/apt,160,28,40,2019-08-09,1.44,1,164,6,
32294394,Seabreeze cottage steps from Cordova Bay beach.,56845938,Jane,Saanich,Saanich,48.52007,-123.36789,Private room,124,1,26,2021-08-07,0.92,1,3,22,
32312705,* Spacious Quiet Private Suite with Nature View *,87603999,Simon,Langford,Langford,48.45449,-123.47604,Entire home/apt,120,2,45,2021-03-06,1.59,1,246,17,
32345540,Sea Breeze Ocean Front Home,32614142,Elite Vacation Homes,North Saanich,North Saanich,48.63427,-123.47612,Entire home/apt,491,2,6,2021-09-06,0.21,42,164,4,
32348509,Deep Cove Retreat on the Ocean,32614142,Elite Vacation Homes,North Saanich,North Saanich,48.69772,-123.45096,Entire home/apt,373,30,0,,,42,258,0,
32355609,Executive House with Office and Kittens!,18759734,Mason Leonard,Victoria,Oaklands,48.44523,-123.34492,Entire home/apt,199,7,0,,,2,29,0,
32397851,“The Perfect Hotel Room”- Steps to downtown,37852931,Katelyn,Victoria,James Bay,48.41612,-123.37742,Private room,130,1,162,2021-09-18,5.77,1,284,35,
32411489,Bear Vale - Luxurious Garden Suite w Kingsize Bed,126048167,Val And Barry,Langford,Langford,48.46439,-123.50823,Entire home/apt,153,2,106,2021-09-08,4.07,1,9,40,
32520910,Discovery Townhouse - Sooke,9472290,Rick,Sooke,Sooke,48.3661,-123.73403,Entire home/apt,285,2,32,2019-07-28,1.20,16,334,12,
32527241,Cute Green bedroom in Gordon Head,79675641,Peng,Saanich,Saanich,48.4852,-123.32177,Private room,40,3,4,2021-04-30,0.67,7,0,4,
32527268,Bright & Cozy Private room with Mt Douglas view,79675641,Peng,Saanich,Saanich,48.48533,-123.32053,Private room,55,3,1,2021-04-21,0.19,7,0,1,
32541310,Majestic Lakefront Guest Suite w/ Kayaks & Dock,244531313,Tiger,Saanich,Saanich,48.51662,-123.44308,Entire home/apt,225,30,37,2019-09-28,1.33,1,3,0,
32549838,Hummingbird Cottage,5028330,Donna,North Saanich,North Saanich,48.69513,-123.47073,Entire home/apt,92,1,55,2019-09-06,2.12,1,78,15,
32573328,"Waterfront House with Privacy-3 beds, 2 full baths",39992330,Elizabeth,Sooke,Sooke,48.36528,-123.73237,Entire home/apt,300,7,14,2020-09-16,0.53,2,74,8,
32591528,"Wild at Heart - 2 Bed, 2 Bath Gorgeous Ocean View!",80506619,Bekki And Debra,Juan de Fuca,Juan de Fuca,48.55326,-124.41657,Entire home/apt,234,2,51,2019-09-04,1.71,1,310,24,
32593937,WOMEN ONLY - Close to UVic & buses with Breakfast,57472036,Caron,Saanich,Saanich,48.47506,-123.32729,Private room,51,2,118,2019-07-13,4.29,2,67,39,
32607124,Garry Park Getaway,14022789,Sandro,Salt Spring Island,Salt Spring Island,48.78091,-123.50439,Entire home/apt,184,2,158,2021-07-11,5.80,1,280,62,
32608796,"Private Waterfront House - 3 bedrms, 2 full baths",39992330,Elizabeth,Sooke,Sooke,48.36403,-123.73419,Entire home/apt,300,7,2,2021-07-13,0.08,2,74,1,
32612468,Seaside Retreat on Cain Beach,25329858,Galiano Go To Girls,Southern Gulf Islands,Southern Gulf Islands,48.88536,-123.32321,Entire home/apt,436,7,9,2019-08-01,0.34,4,174,1,
32613681,Dragonfly Acres:  a natural seaside property,245180787,Mary,Southern Gulf Islands,Southern Gulf Islands,48.81771,-123.29052,Entire home/apt,225,30,7,2020-09-09,0.26,1,358,0,
32614104,Luxury Oceanfront House - The Cove at Otter Point,245186275,MaryLou,Juan de Fuca,Juan de Fuca,48.35931,-123.82049,Entire home/apt,929,3,70,2020-12-20,2.64,1,310,32,
32638583,musical Air BNB..private room with keyboard,118101352,Pamela,Langford,Langford,48.45603,-123.50581,Private room,66,1,5,2021-09-06,0.17,5,358,3,
32642080,Contemporary loft 10 minutes from Downtown Vic,13758800,Jiseon,Esquimalt,Esquimalt,48.43831,-123.40173,Entire home/apt,111,2,72,2019-10-20,4.78,1,49,26,
32642720,Hot Tub!,18759734,Mason Leonard,Victoria,Oaklands,48.44502,-123.34326,Entire home/apt,115,30,56,2019-09-03,1.84,2,149,5,
32644222,Parliament & Harbour View  Licence   #00038320,245438576,Tylor & Jura,Victoria,Downtown,48.42977,-123.37075,Entire home/apt,135,1,275,2021-09-08,9.81,2,70,89,
32662548,Country Cottage in the Heart of Town,10110753,Rosemary,Saanich,Saanich,48.45764,-123.36353,Entire home/apt,118,5,1,2020-08-24,0.07,3,40,0,
32682297,Forest Ridge ~ Port Renfrew Retreat,106726613,Harley,Juan de Fuca,Juan de Fuca,48.55396,-124.41748,Entire home/apt,212,2,132,2021-05-17,4.79,1,310,54,
32701474,Driftwood Escape,124166735,Craig,Juan de Fuca,Juan de Fuca,48.55492,-124.40272,Entire home/apt,350,2,28,2019-07-12,0.94,1,323,17,
32716993,Castaway,246005913,Matt,Juan de Fuca,Juan de Fuca,48.55757,-124.40201,Entire home/apt,350,2,5,2021-03-21,0.19,1,57,2,
32720598,"Encore Escape-1BR/1BA Condo, Air Conditioning and Year Round Outdoor Pool and Gym ",40529437,Victoria Prime Services,Victoria,Victoria West,48.42751,-123.37908,Entire home/apt,107,30,3,2019-09-01,0.11,40,150,1,
32725110,Five Elements Lodge & Spa: EARTH ELEMENT SUITE,236053091,Michael,Salt Spring Island,Salt Spring Island,48.91849,-123.57461,Entire home/apt,163,3,14,2019-07-07,0.48,3,153,1,
32728692,"NEW-""The Cityzen"" in the Heart of Downtown",43314463,Rob&Jen,Victoria,Downtown,48.42945,-123.36739,Entire home/apt,147,1,209,2021-09-10,6.98,30,341,69,
32741816,NEW and TRENDY Downtown Victoria 1 Bedroom Condo,43314463,Rob&Jen,Victoria,Downtown,48.42884,-123.36711,Entire home/apt,141,1,187,2021-08-29,7.07,30,346,55,
32788537,The Hale Eddy Luxury B&B Suites - Mountain Suite,246645534,Doug,Salt Spring Island,Salt Spring Island,48.8095,-123.49218,Private room,254,2,1,2021-08-02,0.50,2,258,1,
32788699,Log Chalet 8,98456430,Judy,Salt Spring Island,Salt Spring Island,48.90154,-123.54565,Entire home/apt,205,2,36,2021-09-10,1.32,7,186,23,
32814452,Spectacular Waterfront / Movie Theatre & Hot Tub,10547136,Sabrina,Sidney,Sidney,48.66557,-123.39863,Entire home/apt,398,2,65,2020-06-25,2.51,1,286,13,
32816674,The Crowbar by the Sea,89139764,Marc & Kathy,Colwood,Colwood,48.41779,-123.47848,Entire home/apt,80,10,51,2020-01-01,1.89,1,57,7,
32835309,Waterfront private entrance  / “casa canaday “,30472844,Mike,Southern Gulf Islands,Southern Gulf Islands,48.85598,-123.26662,Entire home/apt,170,4,35,2019-08-04,1.26,1,57,12,
32847134,Halcyon House Tully’s Spacious 3-Bedroom,43314463,Rob&Jen,Central Saanich,Central Saanich,48.56095,-123.40382,Entire home/apt,221,2,88,2020-03-09,3.52,30,48,16,
32847745,"Super Clean, Legal, 3rd Flr 1 BR in Old/China Town",212504884,Paul & Takayo,Victoria,Downtown,48.43007,-123.36672,Entire home/apt,164,1,126,2021-08-26,5.16,3,132,15,
32915098,Gulf Island Private Cabin Getaway,10032190,Heather,Southern Gulf Islands,Southern Gulf Islands,48.80005,-123.31267,Entire home/apt,175,7,11,2019-06-28,0.36,1,18,3,
32919903,Sunset Farm Stay,247680925,Sandy,Salt Spring Island,Salt Spring Island,48.92344,-123.58431,Entire home/apt,490,5,9,2021-09-02,0.34,1,212,3,
32920445,Cozy Hilltop  get-away,173262154,Muriel,Juan de Fuca,Juan de Fuca,48.36232,-123.68835,Entire home/apt,110,2,21,2021-09-12,0.69,2,57,4,
32941022,Private Guest Suite,21877445,Thomas,View Royal,View Royal,48.45306,-123.46906,Entire home/apt,89,3,61,2019-07-27,1.99,1,50,23,
32943395,waterfront -Room-1,217962108,Alice,Central Saanich,Central Saanich,48.60439,-123.39503,Private room,168,3,4,2019-09-22,0.14,5,0,0,
32957167,private room in a home in Sooke,247992739,Rental,Sooke,Sooke,48.38623,-123.71885,Private room,98,1,0,,,1,0,0,
32986934,SeaSuite. Be on the Sea,4944372,Mark,Sidney,Sidney,48.65423,-123.39565,Entire home/apt,154,2,122,2020-12-10,4.01,1,254,55,
32987124,The Hale Eddy Luxury B&B Suites - Forest Suite,246645534,Doug,Salt Spring Island,Salt Spring Island,48.80921,-123.49191,Private room,214,2,4,2021-09-12,0.28,2,168,3,
33014317,Valley Fold Farm Cottage,248472515,Sarah,Southern Gulf Islands,Southern Gulf Islands,48.88187,-123.36197,Entire home/apt,93,2,34,2021-09-17,4.59,1,82,34,
33016640,Top Floor Heritage Getaway in 1800's Hotel,248489200,Reiner,Victoria,Downtown,48.42793,-123.36921,Entire home/apt,198,1,230,2020-03-14,7.67,2,2,81,
33019597,"#202 at the Monaco, in the heart of the city",42039123,Nicolas,Victoria,Downtown,48.428,-123.36594,Entire home/apt,191,2,104,2020-06-28,3.52,8,266,42,
33020361,"#305 at the Monaco, in the heart of the city",42039123,Nicolas,Victoria,Downtown,48.4266,-123.36564,Entire home/apt,189,3,69,2020-11-09,5.28,8,302,18,
33021026,"#402 at the Monaco, in the heart of the city",42039123,Nicolas,Victoria,Downtown,48.42652,-123.36608,Entire home/apt,199,3,49,2021-09-03,3.24,8,295,16,
33069325,waterfront-Room-2,217962108,Alice,Central Saanich,Central Saanich,48.60385,-123.39606,Private room,148,3,4,2019-06-29,0.14,5,176,0,
33073874,Beachside Paradise vacation home,43136601,Ying,North Saanich,North Saanich,48.69737,-123.44425,Entire home/apt,450,7,3,2020-08-19,0.12,1,181,0,
33075951,Beautiful Suite by the Ocean,142738671,Vadim,Saanich,Saanich,48.48796,-123.30292,Entire home/apt,250,2,11,2021-09-06,0.38,1,355,5,
33118330,"Bear Mountain 1 BR Incl. Breakfast, Sec. Unit",162115718,Kip,Highlands,Highlands,48.47505,-123.51089,Entire home/apt,79,1,4,2019-04-20,0.20,6,56,0,
33136812,Modern & Affordable Downtown Condo,8998533,Margaret,Victoria,Downtown,48.42936,-123.36567,Entire home/apt,89,30,17,2019-08-08,0.56,2,0,0,
33139734,Hilltop Luxury Suite-Stunning View over Victoria,249515054,Wirintira,Langford,Langford,48.4512,-123.47441,Entire home/apt,340,2,17,2019-08-12,2.83,1,0,5,
33141087,Hazelwick Hideaway 1Queen 1single plus,139643673,Lorea,Sidney,Sidney,48.65489,-123.41266,Entire home/apt,110,31,4,2021-07-07,0.26,1,130,1,
33194804,Cosy suite near downtown and waterfront,5880056,Myrianne,Esquimalt,Esquimalt,48.43481,-123.40255,Entire home/apt,51,29,14,2020-09-30,0.54,1,27,6,
33198743,Ocean View Island Retreat,107194840,Susan,Saanich,Saanich,48.51528,-123.37004,Entire home/apt,400,1,3,2021-08-01,1.14,1,0,3,
33222568,Hummingbird enSuite-Cozy Scenic Oceanfront Estate,246920020,Shawn,Sooke,Sooke,48.39034,-123.65248,Private room,134,2,64,2019-09-10,2.14,3,349,33,
33227281,Modern Clean Family Friendly Home,39192245,T,Saanich,Saanich,48.47685,-123.33871,Entire home/apt,350,5,1,2021-08-11,0.59,1,176,1,
33229101,Sweet suite in High Quadra,1772571,Karen,Saanich,Saanich,48.47966,-123.38359,Entire home/apt,99,2,22,2019-08-23,0.76,1,26,0,
33253568,49% off bookings <1 month Downtown 1br Condo,66383749,Lucas,Victoria,Harris Green,48.42521,-123.35559,Entire home/apt,149,30,0,,,1,35,0,
33271832,Tiny Treasure,93688139,Dayna,Central Saanich,Central Saanich,48.55218,-123.39659,Entire home/apt,102,2,163,2020-07-04,5.99,1,123,59,
33293340,The Hideaway Cabin in Jordan River,37778750,Antal,Juan de Fuca,Juan de Fuca,48.42853,-124.07186,Entire home/apt,181,1,222,2019-12-12,8.52,1,277,98,
33293729,Encore @ Bayview Place - 2 Bedroom Apartment,155997547,Cal,Victoria,Victoria West,48.42766,-123.38059,Entire home/apt,187,30,0,,,1,0,0,
33294304,The Nest - Family Accommodation,4304451,Steven,Sooke,Sooke,48.38517,-123.72857,Entire home/apt,120,2,44,2019-07-22,1.60,1,75,20,
33341394,Stunning And Elegant New Home!,151828015,Michelle,Langford,Langford,48.41312,-123.52704,Entire home/apt,156,1,42,2021-09-13,1.41,1,31,20,
33377038,Linden Glen -A lovely country home on 5 acres,251452734,Sue,Saanich,Saanich,48.54621,-123.41697,Private room,115,2,9,2021-08-08,0.34,1,146,6,
33378054,Salish Sea Sanctuary,42433424,Sarah,Colwood,Colwood,48.42053,-123.50943,Entire home/apt,145,3,34,2020-10-08,1.34,1,117,7,
33390355,Contemporary little cottage!,153325572,Angelica,Central Saanich,Central Saanich,48.5667,-123.43502,Entire home/apt,178,2,62,2019-09-19,2.32,1,304,10,
33400448,Panorama Suite Sub Penthouse Downtown with Parking,133874068,Melissa And Rod,Victoria,Downtown,48.42642,-123.36316,Entire home/apt,134,30,2,2021-06-26,0.15,1,129,1,
33451896,Two Bedroom Apartment @ Tree Top Suite,1748,Jeff,Victoria,Rockland,48.42061,-123.33933,Entire home/apt,283,1,2,2021-08-31,1.43,8,118,2,
33451900,Master Bedroom-King-Ensuite,1748,Jeff,Victoria,Rockland,48.4192,-123.33991,Private room,218,1,2,2021-09-06,0.86,8,287,2,
33451906,Rose Room-King-Ensuite,1748,Jeff,Victoria,Rockland,48.41941,-123.33995,Private room,276,1,2,2021-02-07,0.19,8,284,2,
33451918,Primrose Room-King-Ensuite,1748,Jeff,Victoria,Rockland,48.41914,-123.33916,Private room,235,1,1,2021-09-26,1,8,284,1,
33451927,Lilac Room-Queen-Ensuite,1748,Jeff,Victoria,Rockland,48.42068,-123.33892,Private room,226,1,0,,,8,301,0,
33451936,Iris Room-Queen-Ensuite,1748,Jeff,Victoria,Rockland,48.41963,-123.34059,Private room,260,1,0,,,8,291,0,
33451939,Garden Suite-Queen-Ensuite,1748,Jeff,Victoria,Rockland,48.42069,-123.34035,Private room,278,1,2,2021-08-30,0.08,8,176,1,
33497409,Into The Woods B&B,26069459,Bruce And Susan,Salt Spring Island,Salt Spring Island,48.81205,-123.45339,Entire home/apt,129,2,90,2019-10-11,3.02,1,194,32,
33531514,Oceans's Retreat: 1 BR steps to beach and town,252671908,Heather And Fred,Sidney,Sidney,48.6404,-123.4028,Entire home/apt,74,3,56,2019-10-15,1.90,1,29,7,
33564120,"Sterilized, Bright private room with ocean views",30596494,Cari,Victoria,Burnside,48.44345,-123.38506,Private room,40,7,14,2019-09-08,0.51,1,0,0,
33589836,Bright New Modern Suite in Historic Home,45799314,Kerry & Denise,Victoria,South Jubilee,48.42891,-123.3267,Entire home/apt,89,2,111,2020-02-20,4.20,1,303,23,
33591232,Constance Beach House,9319735,Gillian,Esquimalt,Esquimalt,48.42527,-123.41753,Entire home/apt,189,7,15,2021-09-17,0.52,1,149,5,
33636310,✺The Penthouse on Herald✺ - With Parking,215385246,Steve & Thao,Victoria,Downtown,48.43078,-123.3657,Entire home/apt,321,1,120,2020-09-09,4.90,11,0,30,
33637103,Wonderful Home,253489163,Rudra,Saanich,Saanich,48.49118,-123.33019,Private room,60,1,5,2019-05-20,0.17,1,0,0,
33638202,Holiday Home At The Lake 2,128732574,Chelsea,Langford,Langford,48.45065,-123.5235,Entire home/apt,214,2,81,2020-08-26,2.76,2,179,24,
33640336,Eagle Rest enSuite-Cozy Scenic Oceanfront Estate,246920020,Shawn,Sooke,Sooke,48.39082,-123.65283,Private room,172,2,56,2021-09-22,1.88,3,353,28,
33646394,"Lake Front Oasis, Hot Tub, Relax and Unwind",9692005,Jacquie,Langford,Langford,48.45183,-123.52767,Entire home/apt,159,1,155,2021-09-17,5.55,1,115,78,
33658728,"Brand New Mini-Suite in Fernwood, close to Jubilee",253669751,Kate & Jessica,Victoria,Fernwood,48.4305,-123.33972,Entire home/apt,91,2,114,2019-10-13,4.28,1,148,34,
33667194,Norman House - Ruckle Heritage Farm,148405876,Marjorie & Mike,Salt Spring Island,Salt Spring Island,48.7735,-123.37818,Private room,125,2,43,2021-09-14,1.44,3,360,25,
33687394,The Hobbit House at the Heritage Forest,25329858,Galiano Go To Girls,Southern Gulf Islands,Southern Gulf Islands,48.91016,-123.38489,Entire home/apt,85,30,32,2019-09-11,1.15,4,86,2,
33691532,Mill Hill Haven,202847494,Sharon,Langford,Langford,48.46051,-123.48858,Entire home/apt,55,1,73,2021-04-07,2.56,1,3,22,
33719577,Modern Apartment in the Inner Harbour,109875056,Cory & Nicole,Victoria,Fairfield,48.42121,-123.36273,Entire home/apt,114,1,128,2021-08-21,5.39,3,299,41,
33723560,Trailhead Guesthaus w/ Sauna at Jordan River,30538617,Jennifer,Juan de Fuca,Juan de Fuca,48.4368,-124.06691,Entire home/apt,252,2,89,2021-07-11,3.02,1,207,48,
33771987,Beautiful Downtown Condo - Walk score 100,25352187,Chris,Victoria,Downtown,48.42496,-123.36132,Entire home/apt,115,28,3,2021-04-16,0.42,1,197,3,
33780859,BRIGHT BEAUTIFUL 3 BEDROOM SUlTE NEAR THE CENTRE,85881488,Hfp Marketing,Saanich,Saanich,48.44501,-123.32602,Entire home/apt,271,2,20,2019-09-23,0.70,7,0,11,
33783646,"Two bedroom garden suite, steps to the ocean",248914508,Julene,Sidney,Sidney,48.63637,-123.40483,Entire home/apt,128,3,62,2021-07-19,2.24,1,121,20,
33801890,Cordova Bay Village Guest Suite,7445491,Jessica,Saanich,Saanich,48.52609,-123.3728,Entire home/apt,120,1,58,2021-08-30,1.99,1,3,11,
33825450,Sacred Earth BnB,247883449,Christina,Salt Spring Island,Salt Spring Island,48.85263,-123.53587,Entire home/apt,140,1,101,2021-08-29,3.44,1,159,34,
33853406,Hardy’s Haven: A Private & Cozy Barn Conversion,118289591,Ron & Simone,North Saanich,North Saanich,48.63381,-123.42589,Entire home/apt,113,2,40,2021-09-27,1.85,1,165,15,
33853838,Large Modern Executive Condo Victoria/ Oak Bay,255622430,Curtis,Victoria,South Jubilee,48.42659,-123.32394,Entire home/apt,112,182,0,,,1,153,0,
33855075,"Private, spacious, quiet near seaside & amenities",12372708,Lynn,Esquimalt,Esquimalt,48.42588,-123.40867,Private room,100,3,17,2019-10-13,0.58,3,86,1,
33874402,Old Town Spacious Top Floor Suite with Parking,786418,Marcus,Victoria,Downtown,48.42914,-123.36717,Entire home/apt,135,2,68,2021-09-21,2.34,1,214,23,
33884441,Executive Bear Mountain Home,248359584,Caren,Highlands,Highlands,48.47532,-123.52077,Entire home/apt,350,2,123,2021-09-03,4.16,1,199,52,
33902384,"Large, west facing, bright basement suite.",155399802,Sean,North Saanich,North Saanich,48.67615,-123.42091,Entire home/apt,205,4,0,,,1,0,0,
33914832,Bright and comfortable 1 bedroom suite.,879553,Louise,Colwood,Colwood,48.41427,-123.49902,Entire home/apt,70,1,2,2019-05-26,0.07,1,29,0,
33915644,Gorge waterway,256126015,Trevor,Esquimalt,Esquimalt,48.44628,-123.40813,Entire home/apt,95,4,31,2019-10-20,1.07,1,76,15,
33919274,Captain Perch enSuite-CozyScenic Oceanfront Estate,246920020,Shawn,Sooke,Sooke,48.39119,-123.65206,Private room,121,2,58,2020-08-05,2.90,3,345,18,
33941854,Furnished home - 1 Block from ocean,30346346,Greg,Oak Bay,Oak Bay,48.41921,-123.31316,Entire home/apt,200,250,1,2021-08-03,0.51,1,260,1,
33971459,Spacious 2 bedroom apartment away from home,162148982,Lucie,Saanich,Saanich,48.46961,-123.33525,Private room,113,2,10,2019-08-12,0.37,1,40,0,
33993071,"Charming Open Concept 3 Bdrm, 1 Bath Guest Suite",171732035,Indu,Saanich,Saanich,48.47305,-123.41333,Entire home/apt,400,1,48,2020-02-22,1.77,1,354,18,
34012964,Family Cottage @ Horner Park,20631911,Louis & Tasha,Saanich,Saanich,48.45981,-123.32563,Entire home/apt,379,3,10,2019-08-11,0.36,5,152,4,
34023716,"Private, Quiet Suite Near Royal Roads",47156212,Mary Lou,Colwood,Colwood,48.42495,-123.49007,Entire home/apt,50,3,50,2019-09-05,1.70,1,39,18,
34033763,Stunning high end home close to town on 10 acre,43314463,Rob&Jen,Saanich,Saanich,48.48315,-123.35497,Entire home/apt,481,2,92,2021-06-30,3.45,30,137,18,
34044087,Character Stay across Swan Lake Nature Sanctuary,116352120,Gerry,Saanich,Saanich,48.46626,-123.37574,Entire home/apt,489,2,34,2020-01-01,1.27,2,297,15,
34060132,Downtown 2 Bedroom Gem,111654295,Cynthia,Victoria,Downtown,48.42182,-123.36308,Entire home/apt,198,1,208,2021-09-24,8.00,2,2,91,
34093181,Encore by the Bay  - 30 Day Min,32614142,Elite Vacation Homes,Victoria,Victoria West,48.42769,-123.37944,Entire home/apt,110,28,2,2021-07-29,0.18,42,229,2,
34122848,Suite over the Salish,172677165,Stacey,Juan de Fuca,Juan de Fuca,48.37045,-123.83525,Entire home/apt,225,2,11,2020-09-29,0.46,7,0,5,
34124241,Trailbreak,257661111,Meghan,Juan de Fuca,Juan de Fuca,48.4263,-124.07256,Entire home/apt,599,3,73,2019-09-21,2.87,2,263,28,
34126532,Topaz Gem,103690154,Cindy,Victoria,Hillside/Quadra,48.44387,-123.3546,Entire home/apt,69,29,6,2021-08-31,0.28,1,27,2,
34155778,Spacious Top Floor Retreat in Heritage Hotel,248489200,Reiner,Victoria,Downtown,48.42604,-123.36932,Entire home/apt,195,1,192,2021-03-28,115.20,2,5,65,
34169561,Full Kitchen Suite beside University of Victoria,13654595,Heather,Saanich,Saanich,48.46454,-123.32116,Entire home/apt,160,4,35,2020-10-03,1.22,2,224,11,
34174121,"Longstay Min 4 Mth Sidney, Seaview Condo Furnished",23623076,Connie,Sidney,Sidney,48.64847,-123.39658,Entire home/apt,80,120,0,,,1,41,0,
34182216,4 bedroom ground floor suite near UVIC,201191081,Aman,Saanich,Saanich,48.48136,-123.3262,Entire home/apt,90,2,9,2021-07-31,0.32,1,0,6,
34183073,New spacious suite close to UVIC and the beach!,73571332,Jeffrey,Saanich,Saanich,48.47971,-123.30816,Entire home/apt,135,2,35,2021-08-28,1.39,1,111,19,
34206076,BOHO in Brentwood - Executive or Snowbird rental,169512806,Trace,Central Saanich,Central Saanich,48.56113,-123.44931,Entire home/apt,150,30,34,2019-11-10,1.17,1,7,0,
