id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28583724,A Home for the Holidays,37615294,Stuart,Oak Bay,Oak Bay,48.45024,-123.3151,Entire home/apt,450,8,1,2019-01-03,0.03,1,0,0,
28615607,Parkside Studio,208110919,Shannon,Saanich,Saanich,48.49246,-123.30915,Entire home/apt,96,4,55,2019-09-29,2.09,1,0,12,
28616566,"#408 at the Cityzen, Downtown Victoria",42039123,Nicolas,Victoria,Downtown,48.42964,-123.36551,Entire home/apt,179,2,71,2020-01-02,2.96,8,187,15,
28643788,Maizie the Retro Moho! (Motorhome),172232578,Darren & Sandi,Langford,Langford,48.45758,-123.50673,Entire home/apt,30,7,7,2019-03-11,0.20,2,0,0,
28735544,"Sparkling gem, brand new condo in the heart of the city",195645342,Deidre,Victoria,Downtown,48.42531,-123.36219,Entire home/apt,261,3,13,2021-08-27,0.52,10,238,7,
28779667,Modern James Bay House,57335697,Jeff,Victoria,James Bay,48.41653,-123.37673,Entire home/apt,195,30,4,2021-05-15,0.33,1,166,4,
28870164,"CLEAN & COMFORTABLE, Stylish Chinatown Condo - Patio & Free Secure Parking",217663228,Mairet Rentals,Victoria,Downtown,48.42964,-123.36618,Entire home/apt,159,1,128,2021-09-21,5.64,9,350,27,
28870180,Bright and Comfortable 1 BR Condo in the Heart of Historic Chinatown,217663228,Mairet Rentals,Victoria,Downtown,48.43062,-123.36616,Entire home/apt,157,1,147,2020-12-23,4.13,9,355,30,
28870187,Modern Minimalistic 1 BR in Historic Oldtown,217663228,Mairet Rentals,Victoria,Downtown,48.43095,-123.3662,Entire home/apt,159,1,110,2020-03-02,4.35,9,354,13,
28870197,Contemporary and Comfortable 1 BR in Historic Chinatown - King Bed and Two Sofabeds,217663228,Mairet Rentals,Victoria,Downtown,48.42908,-123.36676,Entire home/apt,164,1,185,2021-09-17,5.76,9,348,48,
28887985,South End Gem,1671788,Diane,Salt Spring Island,Salt Spring Island,48.78825,-123.40665,Entire home/apt,125,3,83,2019-09-29,2.35,1,248,30,
28912467,Modern Living in the Heart of Downtown Victoria,217937584,Sara,Victoria,Downtown,48.427,-123.36416,Entire home/apt,89,4,118,2020-07-08,3.48,1,0,4,
28913610,Penthouse Art Loft in Historical OldTown,45680661,Angela,Victoria,Downtown,48.42913,-123.36818,Entire home/apt,189,1,63,2021-09-08,2.30,16,86,15,
28915419,Waterfront - Room 5,217962108,Alice,Central Saanich,Central Saanich,48.60526,-123.39628,Private room,158,1,7,2019-07-29,0.25,5,176,0,
28936019,Shangri La Retreat - Cabin in the woods,162932839,Matty & Diana,Southern Gulf Islands,Southern Gulf Islands,48.91032,-123.41042,Entire home/apt,125,2,90,2019-11-24,3.54,1,1,0,
28939438,"Upscale
Rancher, Elk Lake",121221087,Nessie,Saanich,Saanich,48.52805,-123.38087,Entire home/apt,275,2,6,2019-09-01,0.23,1,0,4,
28940523,Cute & Cozy Red Cottage,8165050,Bryan,Southern Gulf Islands,Southern Gulf Islands,48.76207,-123.28931,Entire home/apt,167,3,61,2019-11-03,1.69,1,143,0,
28941622,Waterfront Suite on the Gorge in Fabulous Location,6683436,Darlene,Esquimalt,Esquimalt,48.44239,-123.39475,Entire home/apt,160,1,44,2019-12-29,1.78,1,187,10,
28982937,"New 1 BR Suite, Victoria Chinatown",218453501,Yingsong,Victoria,Downtown,48.4305,-123.36585,Entire home/apt,66,21,135,2020-01-02,4.97,2,0,2,
28983422,"One Bedroom New Condo, Victoria Chinatown",218453501,Yingsong,Victoria,Downtown,48.43026,-123.36744,Entire home/apt,63,21,156,2021-02-15,4.43,2,0,5,
28986317,Sidney by the Sea - Home away from Home,193992076,Leona,Sidney,Sidney,48.66176,-123.40715,Entire home/apt,65,2,47,2020-07-12,1.88,1,121,12,
28989751,Ocean View Modern Timberframe on Vancouver Island,53766696,Marlena,Juan de Fuca,Juan de Fuca,48.44099,-124.06319,Entire home/apt,355,2,75,2020-01-03,2.12,1,239,30,
29007696,Family friendly basement suite close to downtown,199244215,Corey & Laura,Victoria,Victoria West,48.43776,-123.39189,Entire home/apt,155,2,7,2021-09-05,2.41,1,307,7,
29026647,"Beautiful 1 bedroom in the ❤︎ of town, parking!",218760108,Mary,Victoria,Downtown,48.42855,-123.36899,Entire home/apt,170,1,122,2021-08-21,4.63,1,142,33,
29035542,Trendy and Bright 1 BR Condo in Historic Chinatown,217663228,Mairet Rentals,Victoria,Downtown,48.42918,-123.3657,Entire home/apt,162,1,111,2020-01-02,3.31,9,348,18,
29036373,Urban Oasis in Historic Victoria,49635557,Miriam,Victoria,Downtown,48.42642,-123.36316,Entire home/apt,285,2,104,2020-01-12,104,8,236,42,
29039884,Fresh New Condo in Downtown - Walk to Everything!!,215385246,Steve & Thao,Victoria,Downtown,48.43118,-123.36539,Entire home/apt,130,1,160,2020-10-24,5.21,11,77,35,
29126891,Oak Bay Home,169703902,Rob,Oak Bay,Oak Bay,48.4406,-123.31165,Entire home/apt,280,3,14,2021-09-04,0.54,1,9,8,
29136295,Waterfront- Room 3,217962108,Alice,Central Saanich,Central Saanich,48.60546,-123.39843,Private room,168,3,12,2019-10-05,0.44,5,0,0,
29156034,Trendy Downtown Condo at the ERA,180973816,Jacob,Victoria,Downtown,48.42653,-123.36414,Entire home/apt,111,1,185,2021-09-04,9.38,2,110,48,
29186555,Wickham's Wake - Wild Luxury 3BR Oceanfront Rental,31488658,Handsome Dan Enterprises Inc.,Juan de Fuca,Juan de Fuca,48.55294,-124.41827,Entire home/apt,304,2,15,2019-06-19,0.43,16,294,9,
29189543,Jordan River's (JR's) Nest,219912632,"Tannis, Jim And Family",Juan de Fuca,Juan de Fuca,48.42295,-124.05941,Entire home/apt,196,2,65,2020-02-29,1.84,1,159,13,
29190561,LUXURY PRIVATE COTTAGE WITH HOT TUB-GARDEN,83210522,Mandy,Saanich,Saanich,48.50037,-123.44724,Hotel room,199,1,96,2020-01-20,2.75,2,329,52,
29283976,Spectacular Views: The Cottage at Wren Point,93260257,Carol,Juan de Fuca,Juan de Fuca,48.40612,-123.99317,Entire home/apt,291,2,91,2021-06-06,3.50,1,243,27,
29284225,LUXURY PRIVATE COTTAGE WITH  HOT TUB-CREEKSIDE,83210522,Mandy,Saanich,Saanich,48.50109,-123.44706,Private room,215,2,46,2019-05-05,1.44,2,329,25,
29312308,Large home 10-15 min drive from Downtown Victoria!,98638514,Chris,Saanich,Saanich,48.47586,-123.39133,Entire home/apt,339,14,26,2020-07-29,0.85,1,0,0,
29332333,Dino's: Entire suite in Victoria,87604348,Donald,Victoria,Oaklands,48.43719,-123.33758,Entire home/apt,65,30,47,2019-07-22,1.41,1,0,2,
29359743,"Cozy Studio at Bear Mountain, Independent Access",221187699,Victoria,Highlands,Highlands,48.47605,-123.52399,Entire home/apt,75,2,29,2021-09-11,0.90,1,76,6,
29395272,The View Royal Roost,95615150,Kori & Daryl,View Royal,View Royal,48.45854,-123.44149,Entire home/apt,130,2,28,2020-09-18,0.79,1,107,2,
29396316,Nil's Sweet Home,168846803,Ali & Nil,Langford,Langford,48.45184,-123.49861,Private room,30,1,23,2020-02-12,0.67,1,151,0,
29460107,Ocean Villa Getaways Suite #3,2984122,Renee,Central Saanich,Central Saanich,48.57908,-123.46503,Entire home/apt,213,2,6,2019-04-24,0.22,2,302,3,
29460320,Arbutus Suite - private suite with kitchenette.,195302794,Paul & Belle,Central Saanich,Central Saanich,48.57977,-123.46793,Entire home/apt,85,2,88,2021-07-26,4.44,1,148,37,
29465882,Oak Bay Gem,23310261,Gloria,Victoria,Gonzales,48.42631,-123.32798,Entire home/apt,120,30,1,2020-03-15,0.05,1,14,0,
29482112,"Centraly located Victoria, BC one bedroom",222044771,Michael,Saanich,Saanich,48.5176,-123.3814,Private room,58,1,52,2021-04-03,43.33,1,0,21,
29489596,"Views,views, views, 10th floor Ocean and City views",195645342,Deidre,Victoria,Downtown,48.4258,-123.36314,Entire home/apt,269,3,16,2019-07-07,0.61,10,226,6,
29489623,"Harbour and Empress Hotel Views, 5 min walk to Old Town",195645342,Deidre,Victoria,Victoria West,48.42776,-123.37572,Entire home/apt,120,3,10,2019-08-02,0.30,10,185,1,
29489636,"Enjoy the waterway action at your doorstep,",195645342,Deidre,Victoria,Downtown,48.42978,-123.36894,Entire home/apt,159,3,32,2021-09-08,0.91,10,246,8,
29489704,"JUST LISTED! Gorgeous luxury 2 bedroom, 2 bath condo in Old Town Victoria",195645342,Deidre,Victoria,Downtown,48.42895,-123.36776,Entire home/apt,261,3,28,2020-03-01,1.05,10,140,0,
29489732,"Hotel amenities at the Oswego hotel, 5 min walk to Clipper and Coho",195645342,Deidre,Victoria,James Bay,48.42158,-123.37547,Entire home/apt,208,3,8,2019-08-26,0.23,10,2,0,
29517149,Log Chalet 2,98456430,Judy,Salt Spring Island,Salt Spring Island,48.90195,-123.54427,Entire home/apt,205,2,82,2019-09-05,2.31,7,190,20,
29609406,Beach Getaway,77193730,Rachel,Oak Bay,Oak Bay,48.43791,-123.30423,Entire home/apt,180,3,78,2020-06-08,2.23,1,155,22,
29622616,Victoria Single family home - rent 1 BR/single bed,162115718,Kip,Highlands,Highlands,48.47523,-123.51035,Private room,92,1,0,,,6,55,0,
29623163,Beautiful waterfront suite in quiet neighborhood,222982020,Hiuyu,Esquimalt,Esquimalt,48.4483,-123.40942,Entire home/apt,99,1,12,2019-08-19,0.38,2,0,0,
29632403,Toby's retreat.,12901120,Anthony,Saanich,Saanich,48.45984,-123.38966,Entire home/apt,149,2,40,2020-09-07,1.21,1,158,8,
29708127,One bedroom private suite in trendy VicWest,223557490,Jolyon,Victoria,Victoria West,48.43673,-123.38648,Entire home/apt,95,30,49,2020-01-01,1.83,1,225,3,
29713499,Modern Harbour View Loft 1,219314,Debra,Victoria,Downtown,48.4293,-123.37058,Entire home/apt,123,1,89,2021-02-21,89,3,253,32,
29758604,Waterfront! 2BED/2BA Downtown Condo with Parking!,9153672,Co-Hosts,Victoria,Downtown,48.42879,-123.36997,Entire home/apt,281,2,106,2021-09-13,4.42,37,154,28,
29823332,Stylish Modern Apartment in the Heart of Victoria,222741790,Thao,Victoria,Downtown,48.43116,-123.36569,Entire home/apt,168,1,94,2020-03-14,4.02,1,139,12,
29826303,"Victoria, BC Canada, 2 Bedroom Q #1",10981379,Jan,Victoria,James Bay,48.42235,-123.381,Entire home/apt,300,2,2,2020-07-05,0.11,25,1,0,
29826607,"Victoria, BC Canada, 2 Bedroom Queen LD Z #1",10981379,Jan,Victoria,James Bay,48.42235,-123.381,Entire home/apt,300,2,1,2021-08-13,0.63,25,0,1,
29826952,"Victoria, BC Canada, 2 Bedroom SN #1",10981379,Jan,Victoria,James Bay,48.42235,-123.381,Entire home/apt,300,2,4,2020-02-19,2.22,25,0,2,
29832729,Ocean Villa Getaways Suite #4,2984122,Renee,Central Saanich,Central Saanich,48.57911,-123.4651,Entire home/apt,213,2,11,2021-08-21,0.90,2,331,5,
29834140,Hiking/Biking & Ocean Air ~ Coastal Cottage Sooke,145427388,Kimberly,Sooke,Sooke,48.39138,-123.6685,Entire home/apt,160,2,116,2020-03-20,4.18,1,167,19,
29855401,Spar Tree Suite,224530194,Krystal,Sooke,Sooke,48.37351,-123.75743,Entire home/apt,99,2,73,2019-09-05,2.13,1,69,17,
29876110,Raven's Perch,106497201,Laura,Colwood,Colwood,48.42346,-123.50671,Entire home/apt,135,4,45,2020-07-04,2.06,1,148,25,
29900212,Holiday Home At The Lake,128732574,Chelsea,Langford,Langford,48.45032,-123.52349,Entire home/apt,218,3,93,2019-08-04,3.68,2,341,17,
29903130,West Coast Laid Back Luxury,8661828,William,Saanich,Saanich,48.45998,-123.34112,Entire home/apt,394,10,17,2020-09-12,0.51,1,7,10,
29906421,Ganges Garden Oasis,1299678,Suzanne & Tom,Salt Spring Island,Salt Spring Island,48.85576,-123.50098,Entire home/apt,164,2,116,2021-08-16,3.42,1,75,58,
29907304,"Victoria, Ocean View Large 3 bed. private Suite",224665297,Debby,Saanich,Saanich,48.51429,-123.36675,Entire home/apt,99,2,59,2019-12-16,2.44,1,0,0,
29920699,Designer Waterfront Loft in the heart of downtown!,9153672,Co-Hosts,Victoria,Downtown,48.42961,-123.37094,Entire home/apt,152,1,129,2020-12-11,4.32,37,163,29,
29926661,Galiano Island Red Roof Cabin,216254304,Laurie,Southern Gulf Islands,Southern Gulf Islands,48.96916,-123.55701,Entire home/apt,66,30,6,2021-07-01,0.24,1,1,2,
29930487,Ultra Clean💖 & Cozy Character 1912 Craftsman Home,119555199,Sharon & David,Saanich,Saanich,48.44987,-123.38074,Entire home/apt,159,1,220,2021-09-09,6.94,3,78,68,
29941757,Waterfront in the Heart of City w/ 2 Queen Beds!,9153672,Co-Hosts,Victoria,Downtown,48.42981,-123.36947,Entire home/apt,214,2,152,2021-09-20,5.60,37,164,48,
29959035,New Executive 1 Bedroom Jewel in Downtown Victoria,225248582,Gary,Victoria,Fairfield,48.42292,-123.3603,Entire home/apt,140,29,10,2020-10-12,0.30,1,220,1,
29959162,Nosy Point Bed and Breakfast - The Admiral's Room,208480861,Stephen,Southern Gulf Islands,Southern Gulf Islands,48.77612,-123.27454,Private room,155,2,31,2019-08-04,0.91,2,344,9,
29959345,Nosy Point Bed and Breakfast - The Captain's Room,208480861,Stephen,Southern Gulf Islands,Southern Gulf Islands,48.77454,-123.27631,Private room,128,2,53,2019-07-07,1.64,2,348,17,
29967059,Waterfront Studio in the heart of the city!,9153672,Co-Hosts,Victoria,Downtown,48.42793,-123.36882,Entire home/apt,141,1,111,2019-11-30,3.99,37,168,23,
29987344,Private Suite in a traditional Victoria Home,46977955,Ryan,Saanich,Saanich,48.45345,-123.35536,Entire home/apt,88,2,74,2021-02-25,2.15,1,90,21,
30013952,Pristine & Bright Self Contained 1 Bedroom Suite,222424646,Rebecca,Langford,Langford,48.46252,-123.50656,Entire home/apt,79,2,50,2019-08-21,1.43,1,33,8,
30016041,Waterfront Comfort in View Royal,74323,Chelsea,View Royal,View Royal,48.45339,-123.44232,Private room,85,3,19,2021-09-08,0.67,3,49,7,
30042184,Cozy bright 1 bedroom Victoria Suite,24379072,Leanne,Saanich,Saanich,48.45685,-123.33656,Entire home/apt,75,2,19,2019-09-03,0.69,1,86,0,
30068629,Nice quiet family house,225960202,Nira,Saanich,Saanich,48.46824,-123.38798,Private room,50,7,0,,,1,0,0,
30105882,Quiet Historic Outpost in the Centre of the City,34524031,Rebecca,Victoria,Downtown,48.42894,-123.36466,Entire home/apt,110,30,4,2021-08-10,0.14,1,89,3,
30132590,Family Friendly House Minutes to Downtown!,20860454,Shannon,Victoria,Victoria West,48.43662,-123.39183,Entire home/apt,250,3,10,2019-12-30,0.30,3,0,3,
30252328,"#407 at the Cityzen, Downtown Victoria",42039123,Nicolas,Victoria,Downtown,48.42963,-123.36721,Entire home/apt,179,2,64,2021-09-08,3.37,8,185,12,
30279347,White Castle in downtown With Parking,33704216,April,Victoria,Downtown,48.42786,-123.36924,Entire home/apt,123,1,100,2021-08-22,4.93,3,160,17,
30318100,West Coast Inspired Condo with Balcony. Steps to Everything Worth Doing!,217663228,Mairet Rentals,Victoria,Downtown,48.42952,-123.36643,Entire home/apt,159,1,134,2020-01-20,3.95,9,354,28,
30319649,Modern 1BR Condo in Historic Old Town with Parking,217663228,Mairet Rentals,Victoria,Downtown,48.42921,-123.36488,Entire home/apt,157,1,182,2020-03-08,7.21,9,359,38,
30347026,Hollywood Hill,227863352,Seth,Saanich,Saanich,48.5304,-123.43198,Entire home/apt,210,1,62,2020-01-02,1.81,1,27,0,
30360833,*Elegantly Appointed Townhome for 55+ / 28 Day Min,32614142,Elite Vacation Homes,Central Saanich,Central Saanich,48.59463,-123.39079,Entire home/apt,146,28,0,,,42,0,0,
30361036,*Prestigious Promontory 2 bedroom w/ Ocean Views,32614142,Elite Vacation Homes,Victoria,Victoria West,48.42989,-123.37834,Entire home/apt,182,30,0,,,42,123,0,
30396285,Brand New Downtown Victoria Condo +Parking +Gym,195428450,Michelle,Victoria,Harris Green,48.42468,-123.35658,Entire home/apt,173,2,31,2019-06-28,0.94,6,247,14,
30402486,The Best Nest,228284225,Katherine,Saanich,Saanich,48.51541,-123.44733,Entire home/apt,83,2,12,2021-08-27,0.62,1,94,11,
30478131,Tiny House at Malahat Farm,206536101,Sheila,Juan de Fuca,Juan de Fuca,48.38503,-123.85814,Entire home/apt,160,2,39,2020-02-16,22.08,2,272,11,
30713212,Audrey's House,61857576,Janice,Victoria,Fairfield,48.411087,-123.350044,Entire home/apt,170,30,6,2019-05-06,0.19,1,249,0,
30713949,Cloud 10,87351807,Sean,Victoria,Downtown,48.42332,-123.36467,Entire home/apt,121,2,131,2021-08-29,4.58,1,223,67,
30719954,Modernized Character home in Central Location,80774698,Ken,Saanich,Saanich,48.44979,-123.363,Entire home/apt,198,2,118,2021-09-15,3.55,3,238,26,
30720223,Cozy 1 bedroom suite.  Close to Olympic View Golf,74810204,Cid,Langford,Langford,48.40967,-123.51534,Entire home/apt,68,3,41,2019-09-02,1.65,1,30,22,
30744961,The Cudmore Penthouse,10764468,Kaelhub,Langford,Langford,48.4548,-123.5012,Entire home/apt,110,30,11,2021-07-10,0.33,1,303,4,
30756663,*Historic Hudson 2 bed Condo - 28 Night Min.,32614142,Elite Vacation Homes,Victoria,Downtown,48.43071,-123.3627,Entire home/apt,139,30,0,,,42,1,0,
30763991,Cabin 4,98456430,Judy,Salt Spring Island,Salt Spring Island,48.90159,-123.54416,Entire home/apt,190,2,54,2021-09-19,1.67,7,206,16,
30792420,Executive 1 Bedroom in Downtown,215385246,Steve & Thao,Victoria,Downtown,48.43106,-123.36574,Entire home/apt,117,1,198,2021-09-19,14.28,11,157,62,
30854720,Stunning View from your 5 star accommodation,89009631,Colin,Oak Bay,Oak Bay,48.41209,-123.3212,Entire home/apt,124,2,107,2019-09-27,107,1,153,24,
30939134,Incredible 3 bedrm in Saanich in a private setting,141383230,Joan,Saanich,Saanich,48.48107,-123.40756,Entire home/apt,197,2,89,2021-04-20,3.15,1,280,24,
30960052,Songhees Getaway,38299135,Grace,Victoria,Victoria West,48.42665,-123.37567,Entire home/apt,259,2,94,2021-08-26,3.62,6,267,41,
30967672,Newly Built Modern 3 Bedroom Home,80774698,Ken,Saanich,Saanich,48.45054,-123.36516,Entire home/apt,164,2,116,2021-09-03,3.91,3,271,31,
30998748,Log Chalet 5,98456430,Judy,Salt Spring Island,Salt Spring Island,48.90189,-123.54587,Entire home/apt,205,2,64,2020-11-14,1.95,7,184,23,
30999017,Cabin 12,98456430,Judy,Salt Spring Island,Salt Spring Island,48.90126,-123.5463,Entire home/apt,155,2,63,2019-05-27,1.93,7,197,23,
31002181,2.5 Acre Estate in Beautiful Victoria B.C.,231489608,Malcolm,Saanich,Saanich,48.50162,-123.41802,Entire home/apt,187,3,74,2020-12-27,2.20,1,279,12,
31078884,"Bright, Modern & Centrally Located",232192893,Maggie & Jonas,Saanich,Saanich,48.47446,-123.40689,Entire home/apt,156,30,118,2020-02-16,4.12,1,135,22,
31106252,SOOKE MOUNTAIN HOUSE - Best view in Sooke area!,7228203,Maitreyi And Eoghan,Sooke,Sooke,48.40028,-123.69149,Entire home/apt,1324,2,25,2019-07-19,0.94,1,77,4,
31122719,View Royal Suite with a View,57967967,Jason,View Royal,View Royal,48.45464,-123.43155,Entire home/apt,149,1,114,2019-12-01,4.36,1,135,25,
31147318,Heritage style in the Heart of Chinatown!,14688996,Erin,Victoria,Downtown,48.42979,-123.36812,Entire home/apt,104,2,90,2021-07-08,2.77,1,332,36,
31172871,Studio guest suite,55469898,Clayton,Sidney,Sidney,48.65384,-123.41089,Entire home/apt,65,1,37,2020-01-13,20.56,1,28,5,
31191185,Saxe Point Retreat-5mins from Downtown & Ocean,54790350,Heather,Esquimalt,Esquimalt,48.42704,-123.41045,Entire home/apt,199,2,192,2020-11-27,7.02,1,327,31,
31196160,Cozy 1BR suite near Mayfair and Uptown Malls,23613614,Brendan,Saanich,Saanich,48.45005,-123.3645,Entire home/apt,80,3,63,2019-08-11,63,1,121,21,
31207333,Amazing waterfront suite in quiet neighborhood,222982020,Hiuyu,Esquimalt,Esquimalt,48.44725,-123.4089,Entire home/apt,130,1,12,2019-09-02,0.46,2,86,0,
31208007,"Bright, Airy Attic Suite in James Bay!",80611410,Kat,Victoria,James Bay,48.40952,-123.37075,Entire home/apt,72,30,8,2021-08-15,0.30,1,185,5,
31241464,Newfie Seaside Retreat,2335768,Martyn & Marilyn,Juan de Fuca,Juan de Fuca,48.55536,-124.4146,Entire home/apt,362,2,11,2021-09-12,0.75,1,347,8,
31289420,Bright beautiful furnished suite.,218427559,Barb,Saanich,Saanich,48.45935,-123.36823,Entire home/apt,113,1,4,2019-01-12,0.12,1,302,2,
31316269,1 BR Heritage Condo in Canada's Oldest Chinatown,130677111,Andy,Victoria,Downtown,48.428665,-123.36869,Entire home/apt,115,1,91,2021-09-23,42.00,3,106,42,
31340064,Bachelor Suite with garden patio in Sidney,72897643,Kinza,Sidney,Sidney,48.66702,-123.4016,Entire home/apt,62,5,39,2021-07-07,2.15,1,295,24,
31340490,Cottage 22 at Currents Marina and Resort,202910191,Cheryl,Southern Gulf Islands,Southern Gulf Islands,48.80014,-123.31236,Entire home/apt,95,2,14,2021-06-06,0.47,1,8,7,
31340979,"Bright, updated, family-friendly suite near Uptown",234645330,Scott,Saanich,Saanich,48.45993,-123.38074,Entire home/apt,55,2,106,2021-01-31,3.59,1,0,11,
31364066,Sunny & Welcoming Private Saanich Getaway,234877906,Graeme,Saanich,Saanich,48.48197,-123.40799,Entire home/apt,55,3,13,2019-08-07,0.46,1,0,0,
31383923,Coastal Wishes- spa like atmosphere for couples,235043850,Krista,North Saanich,North Saanich,48.68986,-123.42359,Entire home/apt,189,3,101,2021-05-09,3.11,2,154,24,
31415000,Inner Harbour Home,108178995,Wenbo,Victoria,Downtown,48.42884,-123.36977,Entire home/apt,45,30,126,2020-10-31,4.25,1,0,3,
31420234,Excellent area! Minutes to all bus routes.,132055159,Marly,Saanich,Saanich,48.45121,-123.3815,Private room,76,2,50,2019-12-16,1.61,1,183,20,
31442591,Spacious Downtown 1 BR Near Chinatown - 1 Min Walk,134613401,Sunny And Annie,Victoria,Downtown,48.42731,-123.36897,Entire home/apt,92,1,68,2021-08-14,3.15,1,0,30,
31467081,"Modern guest suite, located in Cordova Bay",99794744,Tom,Saanich,Saanich,48.52504,-123.37368,Entire home/apt,89,2,48,2020-09-10,1.46,1,117,7,
31472201,"Coastal Wishes-ocean air & fall colour, luxe suite",235043850,Krista,North Saanich,North Saanich,48.69039,-123.42331,Entire home/apt,258,3,61,2019-12-29,3.08,2,166,10,
31497729,Travellers Cabin,64579307,Glenn,Central Saanich,Central Saanich,48.57793,-123.38262,Private room,75,1,22,2021-09-20,11.19,2,71,22,
31538160,Studio Cottage in Otter Point - No Cleaning Fee,1403499,Anna,Juan de Fuca,Juan de Fuca,48.37349,-123.84572,Entire home/apt,115,2,208,2021-05-01,6.70,2,223,65,
31562717,Brand NEW 2 bedroom Executive Suite with Parking!,4996741,Indy,Victoria,Harris Green,48.42601,-123.35813,Entire home/apt,170,3,86,2021-04-06,2.80,1,148,36,
31592951,"Private Lake Front Cottage
August dates available",184468779,Alexandria,Langford,Langford,48.45936,-123.51477,Entire home/apt,190,14,8,2019-09-16,0.30,1,268,0,
31618956,Rustic Cottage in the country *pet friendly,212118027,Sharon,Saanich,Saanich,48.49973,-123.41941,Entire home/apt,100,1,117,2020-03-08,15.81,2,299,50,
31694141,"Perfect Getaway in Cordova Bay, Victoria",236095543,Jessie,Saanich,Saanich,48.52011,-123.38289,Entire home/apt,120,3,57,2020-03-15,1.77,1,40,19,
31695969,Treehus: Ocean-view cottage with beach & tennis.,5127405,Kim,Central Saanich,Central Saanich,48.59641,-123.47383,Entire home/apt,160,3,16,2019-10-26,0.62,1,148,1,
31741888,Modern Top Floor 1 BR Condo in Historic Old Town,47505080,Brendon,Victoria,Downtown,48.42916,-123.36882,Entire home/apt,91,1,139,2021-01-16,4.75,1,205,62,
31742449,Sudugo Cottage,48512688,Darryl,Southern Gulf Islands,Southern Gulf Islands,48.77759,-123.30901,Entire home/apt,168,4,31,2021-09-05,0.97,1,0,5,
31760741,Ocean front Orca view Sunset Suite,32232919,Barry,Saanich,Saanich,48.45589,-123.2663,Entire home/apt,150,30,4,2020-12-05,0.23,1,0,3,
31796792,"Sandalwood Suite minutes to ocean, hiking & shops",238285463,Sheila,Langford,Langford,48.42408,-123.53696,Entire home/apt,89,1,158,2021-09-07,12.41,1,129,80,
31800614,Ambience Astoria Downtown Victoria,218999897,Pauline,Victoria,Downtown,48.42156,-123.36616,Entire home/apt,176,31,34,2020-01-01,1.13,1,0,1,
31809173,Cozy Hideaway,238393277,Wendy,Sooke,Sooke,48.37255,-123.72707,Entire home/apt,146,2,45,2021-08-29,1.58,1,70,12,
31828013,Honaleigh - West Coast Log Home with Beach Access,172677165,Stacey,Juan de Fuca,Juan de Fuca,48.38592,-123.93739,Entire home/apt,400,2,18,2019-06-09,0.64,7,7,10,
31855423,Mi Paraiso Room #1 Queen size bed,41005356,Gilda,North Saanich,North Saanich,48.68332,-123.4235,Private room,55,1,9,2019-08-27,0.31,2,272,0,
31859375,House no longer available for airb&b,238144372,Michael,Victoria,Gonzales,48.40932,-123.33325,Entire home/apt,150,30,0,,,1,0,0,
31876482,1st Class 1 BR  Suite near beaches parks golf,49753711,Dagmar,Colwood,Colwood,48.4067,-123.50542,Entire home/apt,120,5,4,2020-09-10,0.15,1,119,0,
31877702,#56 Regency Place,3827344,Jose,Colwood,Colwood,48.4109,-123.49807,Entire home/apt,150,4,1,2019-07-08,0.04,22,273,0,
31925094,Bright Grdn Suite 300m frm the Gorge/2 km frm DT,376566,Brent & Thuy,Victoria,Burnside,48.44563,-123.38698,Entire home/apt,192,30,91,2020-01-02,2.82,2,301,9,
31926186,Spacious suite in character home Jubilee/Oak Bay,9328109,Bill,Victoria,South Jubilee,48.4289,-123.32678,Entire home/apt,70,1,47,2019-07-07,1.72,1,0,0,
31953783,Cabin in the Woods (Shared Common Area),239563417,Jordan,Sooke,Sooke,48.40695,-123.70463,Private room,50,2,70,2019-08-13,2.28,2,91,27,
31960578,"Sooke Ocean View Suite- private entry, clean, cozy",35093187,Caroline,Sooke,Sooke,48.37502,-123.72229,Entire home/apt,125,2,67,2020-08-09,2.35,1,268,24,
31988928,Douglas Beach house cottage,36836446,Shannon,Salt Spring Island,Salt Spring Island,48.84449,-123.49313,Entire home/apt,250,3,52,2021-05-29,1.75,3,337,32,
31994782,The Actor's Loft,5575698,Heather & Neil,Victoria,Downtown,48.42608,-123.36928,Entire home/apt,119,1,144,2020-10-11,5.54,3,320,72,
31995624,Stunning Studio in Heart of East Sooke,239896345,Irina,Juan de Fuca,Juan de Fuca,48.36817,-123.69237,Entire home/apt,121,1,120,2021-08-03,3.85,1,158,46,
32021901,Brentwood Bay home on 20 acres close to everything,11598557,Tom,Central Saanich,Central Saanich,48.56811,-123.44295,Entire home/apt,231,3,10,2021-08-25,0.33,1,0,9,
32171832,Spacious Character in the Parlour Suite,2375062,John,Victoria,Oaklands,48.43783,-123.34796,Entire home/apt,255,28,6,2021-08-07,0.20,5,261,4,
32172357,Beautiful 1 BR Sidney penthouse with ocean views.,2322073,Bryan,Sidney,Sidney,48.66679,-123.40286,Entire home/apt,139,3,32,2020-12-23,1.03,1,146,11,
32239155,From Zero to Zen – Chinatown Victoria,54655530,Jayden,Victoria,Burnside,48.43125,-123.36719,Entire home/apt,138,2,175,2020-12-14,5.60,3,125,46,
